Generation,Fitness,P1_Queen,P1_King,P1_Ace,P2_Queen,P2_King,P2_Ace
0,0,0.499684056705092,1,1,0.681633265600118,0.914647093092664,1
1,0,0.40465253099475,0.700057711245921,1,0.732098300651554,1,1
2,-1.15818574866641E-06,0.56556673616552,0.925833666431245,1,0.170134084115928,0.546543587498874,1
3,-1.10516577237985E-05,0.392229461420077,0.633008302028617,1,0.344276430882248,0.447740596273122,0.989243782509819
4,0,0,1,0.900055232215693,0.248372282116144,0.725278749966545,1
5,0,0.352981759134627,0.959097545702562,0.980881587357232,0,0.671974376321334,0.982419928610453
6,0,0.458681545415189,0.875251633270384,1,0,0.860478408153084,1
7,-5.69650904178181E-06,0.27602624863138,0.478118766813795,1,0.203520120277159,0.817191574542078,1
8,-2.47255600906755E-06,0.0802398137762013,0.893016340247651,1,0.00934439685814644,0.581179783367374,1
9,-5.40364457598286E-06,0.0802398137762013,0.893016340247651,1,0.00934439685814644,0.581179783367374,1
10,-1.53339640822087E-07,0,0.315372232473008,0.945254310425114,0,0.809042342323769,1
11,-6.72989373944422E-07,0,0.163784475810988,1,0,0.824971273418519,0.959104904493411
12,0,0.215021922962972,0.0381509629717657,1,0.0431659238769277,0.315083114869975,1
13,-3.65419709380571E-06,0.377162996652275,0,1,0.0790622631876108,0.220664273151843,1
14,-5.07289610410411E-06,0.215021922962972,0.0381509629717657,1,0.0431659238769277,0.315083114869975,1
15,-1.94910123875147E-07,0.307533370289663,0,1,0,0.212896032585888,1
16,-2.72780630843964E-06,0.307533370289663,0,1,0,0.212896032585888,1
17,-3.2483100259266E-06,0.307533370289663,0,1,0,0.212896032585888,1
18,-2.67230998259503E-06,0.307533370289663,0,1,0,0.212896032585888,1
19,-1.79520657208398E-06,0.307533370289663,0,1,0,0.212896032585888,1
20,-7.0134143985974E-06,0.307533370289663,0,1,0,0.212896032585888,1
21,-1.73973508230259E-06,0.307533370289663,0,1,0,0.212896032585888,1
22,-3.05688797007927E-06,0.331983023215064,0,0.997706558006513,0,0.384469597846473,1
23,-4.77844546866557E-06,0.331983023215064,0,0.997706558006513,0,0.384469597846473,1
24,-3.45834502403783E-06,0.307533370289663,0,1,0,0.212896032585888,1
25,-1.04170992523765E-06,0.331983023215064,0,0.997706558006513,0,0.384469597846473,1
26,-1.56459466681217E-06,0.331983023215064,0,0.997706558006513,0,0.384469597846473,1
27,-5.26685340506007E-07,0.331983023215064,0,0.997706558006513,0,0.384469597846473,1
28,-3.13231699266791E-08,0.345350055735837,0,1,0,0.317900904578492,1
29,-1.20034934728064E-08,0.345350055735837,0,1,0,0.317900904578492,1
30,-2.39632149093659E-07,0.331983023215064,0,0.997706558006513,0,0.384469597846473,1
31,-1.51802725005403E-08,0.345350055735837,0,1,0,0.317900904578492,1
32,-1.94332497672958E-07,0.345350055735837,0,1,0,0.317900904578492,1
33,-2.06217541394647E-08,0.345350055735837,0,1,0,0.317900904578492,1
34,-2.56396738897429E-08,0.345350055735837,0,1,0,0.317900904578492,1
35,-3.95824152606331E-08,0.345350055735837,0,1,0,0.317900904578492,1
36,-2.50315028600964E-09,0.345350055735837,0,1,0,0.317900904578492,1
37,-3.72985921917186E-08,0.345350055735837,0,1,0,0.317900904578492,1
38,-4.02603277180799E-08,0.345350055735837,0,1,0,0.317900904578492,1
39,-5.32323477337359E-08,0.345350055735837,0,1,0,0.317900904578492,1
40,-5.74135566928751E-08,0.345350055735837,0,1,0,0.317900904578492,1
41,-2.64825099241633E-08,0.345350055735837,0,1,0,0.317900904578492,1
42,-4.75592230531611E-08,0.345350055735837,0,1,0,0.317900904578492,1
43,-6.34604804283577E-08,0.345350055735837,0,1,0,0.317900904578492,1
44,-4.82334604772504E-08,0.348466952005155,0,1,0,0.364985159161668,1
45,-1.78047458886915E-07,0.345350055735837,0,1,0,0.317900904578492,1
46,-8.43645470595289E-08,0.345350055735837,0,1,0,0.317900904578492,1
47,-7.93685339065956E-08,0.348466952005155,0,1,0,0.364985159161668,1
48,-4.98242882937814E-08,0.345350055735837,0,1,0,0.317900904578492,1
49,-9.92258910194918E-08,0.348466952005155,0,1,0,0.364985159161668,1
50,-3.11615206873808E-08,0.345350055735837,0,1,0,0.317900904578492,1
51,-6.39629386245221E-08,0.345350055735837,0,1,0,0.317900904578492,1
52,-1.90349128898874E-07,0.345350055735837,0,1,0,0.317900904578492,1
53,-1.58283345529155E-07,0.345350055735837,0,1,0,0.317900904578492,1
54,-4.33604536191214E-08,0.345350055735837,0,1,0,0.317900904578492,1
55,-4.83455879270262E-08,0.303332899781964,0,1,0,0.345941407491576,1
56,-1.81329432540651E-08,0.345350055735837,0,1,0,0.317900904578492,1
57,-4.57845058624197E-08,0.345350055735837,0,1,0,0.317900904578492,1
58,-1.69040427978592E-07,0.317721883314266,0,1,0,0.306326301609607,1
59,-1.99229545703189E-07,0.345350055735837,0,1,0,0.317900904578492,1
60,-2.39425795373293E-08,0.345350055735837,0,1,0,0.317900904578492,1
61,-4.8717149291317E-08,0.345350055735837,0,1,0,0.317900904578492,1
62,-4.49554079735306E-08,0.345350055735837,0,1,0,0.317900904578492,1
63,-5.85933098707572E-08,0.345350055735837,0,1,0,0.317900904578492,1
